observation_id,access,enterer,coral,location_name,latitude,longitude,resource_id,measurement_id,trait_name,standard_unit,value,precision,precision_type,precision_upper,replicates
48023,1,1,Micromussa amakusensis,Global estimate,"","",215,46119,Clade Fukami Huang 2012,cat,XVIII,"","","",""
48072,0,1,Micromussa amakusensis,Global estimate,"","",0,46165,Growth form,cat,encrusting,"","","",""
48086,1,1,Micromussa diminuta,Global estimate,"","",215,46179,Clade Fukami Huang 2012,cat,XVIII,"","","",""
48131,0,1,Micromussa diminuta,Global estimate,"","",0,46222,Growth form,cat,massive,"","","",""
48145,1,1,Micromussa minuta,Global estimate,"","",215,46236,Clade Fukami Huang 2012,cat,XVIII,"","","",""
48191,0,1,Micromussa minuta,Global estimate,"","",0,46280,Growth form,cat,massive,"","","",""
48260,0,1,Monomyces rubrum,Global estimate,"","",0,46346,Growth form,cat,solitary,"","","",""
48280,1,1,Montastrea annularis,Global estimate,"","",215,46366,Clade Fukami Huang 2012,cat,XVII,"","","",""
48319,0,1,Montastrea annularis,"Discovery Bay, Jamaica",18.467479,-77.404089,278,46402,Growth rate,mm yr^-1,6.68,2,standard_deviation,"",3
48319,0,1,Montastrea annularis,"Discovery Bay, Jamaica",18.467479,-77.404089,278,46403,Depth,m,10,"","","",""
48319,0,1,Montastrea annularis,"Discovery Bay, Jamaica",18.467479,-77.404089,278,46404,Wave exposure,cat,sheltered,"","","",""
48320,0,1,Montastrea annularis,"Carrie Bow Cay, Belize",16.796983,-88.084388,279,46405,Growth rate,mm yr^-1,7.6,"","","",""
48320,0,1,Montastrea annularis,"Carrie Bow Cay, Belize",16.796983,-88.084388,279,46406,Depth,m,0,"","","",""
78333,0,1,Montastrea annularis,"Cane Bay, St. Croix",17.766108,-64.839977,205,75306,Growth rate,mm yr^-1,8.47,2.85,standard_deviation,"",225
78333,0,1,Montastrea annularis,"Cane Bay, St. Croix",17.766108,-64.839977,205,75307,Depth,m,3.05,"","","",""
78334,0,1,Montastrea annularis,"Cane Bay, St. Croix",17.766108,-64.839977,205,75308,Growth rate,mm yr^-1,7.65,2.225,standard_deviation,"",575
78334,0,1,Montastrea annularis,"Cane Bay, St. Croix",17.766108,-64.839977,205,75309,Depth,m,6.1,"","","",""
78337,0,1,Montastrea annularis,"Cane Bay, St. Croix",17.766108,-64.839977,205,75310,Growth rate,mm yr^-1,6.22,2.16,standard_deviation,"",504
78337,0,1,Montastrea annularis,"Cane Bay, St. Croix",17.766108,-64.839977,205,75311,Depth,m,15.2,"","","",""
78338,0,1,Montastrea annularis,"Cane Bay, St. Croix",17.766108,-64.839977,205,75312,Growth rate,mm yr^-1,2.73,0.86,standard_deviation,"",472
78338,0,1,Montastrea annularis,"Cane Bay, St. Croix",17.766108,-64.839977,205,75313,Depth,m,18.3,"","","",""
78339,0,1,Montastrea annularis,"Cane Bay, St. Croix",17.766108,-64.839977,205,75314,Growth rate,mm yr^-1,2.0,0.46,standard_deviation,"",305
78339,0,1,Montastrea annularis,"Cane Bay, St. Croix",17.766108,-64.839977,205,75315,Depth,m,21.3,"","","",""
78342,0,1,Montastrea annularis,"Cane Bay, St. Croix",17.766108,-64.839977,205,75316,Growth rate,mm yr^-1,1.46,0.26,standard_deviation,"",198
78342,0,1,Montastrea annularis,"Cane Bay, St. Croix",17.766108,-64.839977,205,75317,Depth,m,36.6,"","","",""
78362,0,1,Montastrea annularis,"Cane Bay, St. Croix",17.766108,-64.839977,205,75356,Growth rate,mm yr^-1,7.68,1.98,standard_deviation,"",658
78362,0,1,Montastrea annularis,"Cane Bay, St. Croix",17.766108,-64.839977,205,75357,Depth,m,9.1,"","","",""
78363,0,1,Montastrea annularis,"Cane Bay, St. Croix",17.766108,-64.839977,205,75358,Growth rate,mm yr^-1,6.7,1.82,standard_deviation,"",731
78363,0,1,Montastrea annularis,"Cane Bay, St. Croix",17.766108,-64.839977,205,75359,Depth,m,12.2,"","","",""
78367,0,1,Montastrea annularis,"Cane Bay, St. Croix",17.766108,-64.839977,205,75360,Growth rate,mm yr^-1,1.85,0.3,standard_deviation,"",227
78367,0,1,Montastrea annularis,"Cane Bay, St. Croix",17.766108,-64.839977,205,75361,Depth,m,24.4,"","","",""
78368,0,1,Montastrea annularis,"Cane Bay, St. Croix",17.766108,-64.839977,205,75362,Growth rate,mm yr^-1,1.58,0.3,standard_deviation,"",366
78368,0,1,Montastrea annularis,"Cane Bay, St. Croix",17.766108,-64.839977,205,75363,Depth,m,30.5,"","","",""
78385,0,1,Montastrea annularis,"Fort Lauderdale, Florida, USA",26.121446,-80.103239,208,75400,Growth rate,mm yr^-1,17,0.3,standard_error,"",""
78385,0,1,Montastrea annularis,"Fort Lauderdale, Florida, USA",26.121446,-80.103239,208,75401,Depth,m,3.5,"","","",""
86251,0,9,Montastrea annularis,"Discovery Bay, Jamaica",18.467479,-77.404089,278,89402,Growth rate,mm yr^-1,4.79,2.4,standard_deviation,"",13
86251,0,9,Montastrea annularis,"Discovery Bay, Jamaica",18.467479,-77.404089,278,89403,Depth,m,15,"","","",""
86251,0,9,Montastrea annularis,"Discovery Bay, Jamaica",18.467479,-77.404089,278,89404,Wave exposure,cat,sheltered,"","","",""
86252,0,9,Montastrea annularis,"Discovery Bay, Jamaica",18.467479,-77.404089,278,89405,Growth rate,mm yr^-1,2.14,0.4,standard_deviation,"",21
86252,0,9,Montastrea annularis,"Discovery Bay, Jamaica",18.467479,-77.404089,278,89406,Depth,m,27,"","","",""
86252,0,9,Montastrea annularis,"Discovery Bay, Jamaica",18.467479,-77.404089,278,89407,Wave exposure,cat,sheltered,"","","",""
86253,0,9,Montastrea annularis,"Discovery Bay, Jamaica",18.467479,-77.404089,278,89408,Growth rate,mm yr^-1,1.7,0.4,standard_deviation,"",16
86253,0,9,Montastrea annularis,"Discovery Bay, Jamaica",18.467479,-77.404089,278,89409,Depth,m,28,"","","",""
86253,0,9,Montastrea annularis,"Discovery Bay, Jamaica",18.467479,-77.404089,278,89410,Wave exposure,cat,sheltered,"","","",""
86254,0,9,Montastrea annularis,"Discovery Bay, Jamaica",18.467479,-77.404089,278,89411,Growth rate,mm yr^-1,1.86,0.6,standard_deviation,"",23
86254,0,9,Montastrea annularis,"Discovery Bay, Jamaica",18.467479,-77.404089,278,89412,Depth,m,30,"","","",""
86254,0,9,Montastrea annularis,"Discovery Bay, Jamaica",18.467479,-77.404089,278,89413,Wave exposure,cat,sheltered,"","","",""
86255,0,9,Montastrea annularis,"Discovery Bay, Jamaica",18.467479,-77.404089,278,89414,Growth rate,mm yr^-1,1.54,0.4,standard_deviation,"",12
86255,0,9,Montastrea annularis,"Discovery Bay, Jamaica",18.467479,-77.404089,278,89415,Depth,m,35,"","","",""
86255,0,9,Montastrea annularis,"Discovery Bay, Jamaica",18.467479,-77.404089,278,89416,Wave exposure,cat,sheltered,"","","",""
86256,0,9,Montastrea annularis,"Discovery Bay, Jamaica",18.467479,-77.404089,278,89417,Growth rate,mm yr^-1,1.63,0.4,standard_deviation,"",7
86256,0,9,Montastrea annularis,"Discovery Bay, Jamaica",18.467479,-77.404089,278,89418,Depth,m,45,"","","",""
86256,0,9,Montastrea annularis,"Discovery Bay, Jamaica",18.467479,-77.404089,278,89419,Wave exposure,cat,sheltered,"","","",""
90057,0,15,Montastrea annularis,Florida Caribbean,0.0,0.0,520,93969,Growth rate,mm yr^-1,11.2,"","","",""
90057,0,15,Montastrea annularis,Florida Caribbean,0.0,0.0,520,93970,Depth,m,<5,"","","",""
90057,0,15,Montastrea annularis,Florida Caribbean,0.0,0.0,520,93971,Habitat type,cat,patch,"","","",""
90058,0,15,Montastrea annularis,Florida Caribbean,0.0,0.0,520,93972,Growth rate,mm yr^-1,8.2,"","","",""
90058,0,15,Montastrea annularis,Florida Caribbean,0.0,0.0,520,93973,Depth,m,<5,"","","",""
90058,0,15,Montastrea annularis,Florida Caribbean,0.0,0.0,520,93974,Habitat type,cat,patch,"","","",""
90059,0,15,Montastrea annularis,Florida Caribbean,0.0,0.0,520,93975,Growth rate,mm yr^-1,6.3,"","","",""
90059,0,15,Montastrea annularis,Florida Caribbean,0.0,0.0,520,93976,Depth,m,2-12,"","","",""
90059,0,15,Montastrea annularis,Florida Caribbean,0.0,0.0,520,93977,Habitat type,cat,outer,"","","",""
90060,0,15,Montastrea annularis,Jamaica,18.13265,-77.29588889,521,93978,Growth rate,mm yr^-1,2.55,"","","",""
90060,0,15,Montastrea annularis,Jamaica,18.13265,-77.29588889,521,93979,Depth,m,10,"","","",""
90060,0,15,Montastrea annularis,Jamaica,18.13265,-77.29588889,521,93980,Season,cat,July - Sept 1971,"","","",""
90061,0,15,Montastrea annularis,Jamaica,18.13265,-77.29588889,521,93981,Growth rate,mm yr^-1,1.57,"","","",""
90061,0,15,Montastrea annularis,Jamaica,18.13265,-77.29588889,521,93982,Depth,m,30,"","","",""
90061,0,15,Montastrea annularis,Jamaica,18.13265,-77.29588889,521,93983,Season,cat,July - Sept 1971,"","","",""
90062,0,15,Montastrea annularis,"Mahahual, Mexico",18.718244,-87.707732,522,93984,Growth rate,mm yr^-1,7.2,"","","",""
90062,0,15,Montastrea annularis,"Mahahual, Mexico",18.718244,-87.707732,522,93985,Habitat type,cat,back,"","","",""
90062,0,15,Montastrea annularis,"Mahahual, Mexico",18.718244,-87.707732,522,93986,Season,cat,Oct-Jun,"","","",""
90062,0,15,Montastrea annularis,"Mahahual, Mexico",18.718244,-87.707732,522,93987,Water temperature,ºC,28±14.3,"","","",""
90063,0,15,Montastrea annularis,"Mahahual, Mexico",18.718244,-87.707732,522,93988,Growth rate,mm yr^-1,6,"","","",""
90063,0,15,Montastrea annularis,"Mahahual, Mexico",18.718244,-87.707732,522,93989,Habitat type,cat,back,"","","",""
90063,0,15,Montastrea annularis,"Mahahual, Mexico",18.718244,-87.707732,522,93990,Season,cat,Jul-Sept,"","","",""
90063,0,15,Montastrea annularis,"Mahahual, Mexico",18.718244,-87.707732,522,93991,Water temperature,ºC,28±14.3,"","","",""
90064,0,15,Montastrea annularis,"Chinchorro Bank, Mexico",18.611044,-87.315085,522,93992,Growth rate,mm yr^-1,4.8,"","","",""
90064,0,15,Montastrea annularis,"Chinchorro Bank, Mexico",18.611044,-87.315085,522,93993,Habitat type,cat,patch,"","","",""
90064,0,15,Montastrea annularis,"Chinchorro Bank, Mexico",18.611044,-87.315085,522,93994,Season,cat,Oct-Jun,"","","",""
90064,0,15,Montastrea annularis,"Chinchorro Bank, Mexico",18.611044,-87.315085,522,93995,Water temperature,ºC,27.8±1.3,"","","",""
90065,0,15,Montastrea annularis,"Chinchorro Bank, Mexico",18.611044,-87.315085,522,93996,Growth rate,mm yr^-1,4.8,"","","",""
90065,0,15,Montastrea annularis,"Chinchorro Bank, Mexico",18.611044,-87.315085,522,93997,Habitat type,cat,patch,"","","",""
90065,0,15,Montastrea annularis,"Chinchorro Bank, Mexico",18.611044,-87.315085,522,93998,Season,cat,Jul-Sept,"","","",""
90065,0,15,Montastrea annularis,"Chinchorro Bank, Mexico",18.611044,-87.315085,522,93999,Water temperature,ºC,27.8±1.3,"","","",""
90066,0,15,Montastrea annularis,"Buck Island, St. Croix",17.790045,-64.62038,512,94000,Growth rate,mm yr^-1,8.3,"","","",""
90066,0,15,Montastrea annularis,"Buck Island, St. Croix",17.790045,-64.62038,512,94001,Depth,m,2,"","","",""
90066,0,15,Montastrea annularis,"Buck Island, St. Croix",17.790045,-64.62038,512,94002,Habitat type,cat,back,"","","",""
90066,0,15,Montastrea annularis,"Buck Island, St. Croix",17.790045,-64.62038,512,94003,Season,cat,Aug-Nov,"","","",""
90066,0,15,Montastrea annularis,"Buck Island, St. Croix",17.790045,-64.62038,512,94004,Water temperature,ºC,29.5,"","","",""
90067,0,15,Montastrea annularis,"Buck Island, St. Croix",17.790045,-64.62038,512,94005,Growth rate,mm yr^-1,6.6,"","","",""
90067,0,15,Montastrea annularis,"Buck Island, St. Croix",17.790045,-64.62038,512,94006,Depth,m,2,"","","",""
90067,0,15,Montastrea annularis,"Buck Island, St. Croix",17.790045,-64.62038,512,94007,Habitat type,cat,back,"","","",""
90067,0,15,Montastrea annularis,"Buck Island, St. Croix",17.790045,-64.62038,512,94008,Season,cat,Jan-May,"","","",""
90067,0,15,Montastrea annularis,"Buck Island, St. Croix",17.790045,-64.62038,512,94009,Water temperature,ºC,"","","","",""
90068,0,15,Montastrea annularis,"Buck Island, St. Croix",17.790045,-64.62038,512,94010,Growth rate,mm yr^-1,7,"","","",""
90068,0,15,Montastrea annularis,"Buck Island, St. Croix",17.790045,-64.62038,512,94011,Depth,m,10,"","","",""
90068,0,15,Montastrea annularis,"Buck Island, St. Croix",17.790045,-64.62038,512,94012,Habitat type,cat,outer,"","","",""
90068,0,15,Montastrea annularis,"Buck Island, St. Croix",17.790045,-64.62038,512,94013,Season,cat,Aug-Nov,"","","",""
90068,0,15,Montastrea annularis,"Buck Island, St. Croix",17.790045,-64.62038,512,94014,Water temperature,ºC,29.5,"","","",""
90069,0,15,Montastrea annularis,"Buck Island, St. Croix",17.790045,-64.62038,512,94015,Growth rate,mm yr^-1,8.9,"","","",""
90069,0,15,Montastrea annularis,"Buck Island, St. Croix",17.790045,-64.62038,512,94016,Depth,m,10,"","","",""
90069,0,15,Montastrea annularis,"Buck Island, St. Croix",17.790045,-64.62038,512,94017,Habitat type,cat,outer,"","","",""
90069,0,15,Montastrea annularis,"Buck Island, St. Croix",17.790045,-64.62038,512,94018,Season,cat,Jan-May,"","","",""
90069,0,15,Montastrea annularis,"Buck Island, St. Croix",17.790045,-64.62038,512,94019,Water temperature,ºC,26,"","","",""
48351,0,1,Montastrea annularis,Global estimate,"","",0,46437,Growth form,cat,massive,"","","",""
48366,1,1,Montastrea annuligera,Global estimate,"","",215,46452,Clade Fukami Huang 2012,cat,XVII,"","","",""
48417,0,8,Montastrea annuligera,Global estimate,"","",210,46499,Growth form,cat,massive,"","","",""
48441,1,1,Montastrea cavernosa,Global estimate,"","",215,46523,Clade Fukami Huang 2012,cat,XVI,"","","",""
78349,0,1,Montastrea cavernosa,"Cane Bay, St. Croix",17.766108,-64.839977,205,75330,Growth rate,mm yr^-1,4.5,0.8,standard_deviation,"",20
78349,0,1,Montastrea cavernosa,"Cane Bay, St. Croix",17.766108,-64.839977,205,75331,Depth,m,12.2,"","","",""
78350,0,1,Montastrea cavernosa,"Cane Bay, St. Croix",17.766108,-64.839977,205,75332,Growth rate,mm yr^-1,3.2,0.8,standard_deviation,"",37
78350,0,1,Montastrea cavernosa,"Cane Bay, St. Croix",17.766108,-64.839977,205,75333,Depth,m,17,"","","",""
78351,0,1,Montastrea cavernosa,"Cane Bay, St. Croix",17.766108,-64.839977,205,75334,Growth rate,mm yr^-1,3.4,0.6,standard_deviation,"",39
78351,0,1,Montastrea cavernosa,"Cane Bay, St. Croix",17.766108,-64.839977,205,75335,Depth,m,18.3,"","","",""
78352,0,1,Montastrea cavernosa,"Cane Bay, St. Croix",17.766108,-64.839977,205,75336,Growth rate,mm yr^-1,2.9,0.4,standard_deviation,"",40
78352,0,1,Montastrea cavernosa,"Cane Bay, St. Croix",17.766108,-64.839977,205,75337,Depth,m,24.4,"","","",""
48499,0,1,Montastrea cavernosa,Global estimate,"","",0,46578,Growth form,cat,massive,"","","",""
48514,1,1,Montastrea colemani,Global estimate,"","",215,46593,Clade Fukami Huang 2012,cat,XVII,"","","",""
48566,0,8,Montastrea colemani,Global estimate,"","",210,46641,Growth form,cat,massive,"","","",""
48587,1,1,Montastrea curta,Global estimate,"","",215,46662,Clade Fukami Huang 2012,cat,XVII,"","","",""
48619,0,1,Montastrea curta,"","","",0,46691,Growth rate,mm yr^-1,2.6,"","","",""
78327,0,1,Montastrea curta,"North Bay, Lord Howe Island",-31.52,159.045,203,75301,Growth rate,mm yr^-1,2.5,0.32,standard_deviation,"",3
78328,0,1,Montastrea curta,"North Bay, Lord Howe Island",-31.52,159.045,203,75302,Growth rate,mm yr^-1,2.7,0.44,standard_deviation,"",3
88801,1,14,Montastrea curta,"","","",203,92045,Growth rate,mm yr^-1,2.7,"","","",""
88820,1,14,Montastrea curta,"","","",203,92064,Growth rate,mm yr^-1,2.5,"","","",""
48644,0,8,Montastrea curta,Global estimate,"","",210,46714,Growth form,cat,massive,"","","",""
48668,1,1,Montastrea faveolata,Global estimate,"","",215,46738,Clade Fukami Huang 2012,cat,XVII,"","","",""
90070,0,15,Montastrea faveolata,"Mahahual, Mexico",18.718244,-87.707732,522,94020,Growth rate,mm yr^-1,8.4,"","","",""
90070,0,15,Montastrea faveolata,"Mahahual, Mexico",18.718244,-87.707732,522,94021,Habitat type,cat,back,"","","",""
90070,0,15,Montastrea faveolata,"Mahahual, Mexico",18.718244,-87.707732,522,94022,Season,cat,Oct-Jun,"","","",""
90070,0,15,Montastrea faveolata,"Mahahual, Mexico",18.718244,-87.707732,522,94023,Water temperature,ºC,28±14.3,"","","",""
90071,0,15,Montastrea faveolata,"Mahahual, Mexico",18.718244,-87.707732,522,94024,Growth rate,mm yr^-1,8.4,"","","",""
90071,0,15,Montastrea faveolata,"Mahahual, Mexico",18.718244,-87.707732,522,94025,Habitat type,cat,back,"","","",""
90071,0,15,Montastrea faveolata,"Mahahual, Mexico",18.718244,-87.707732,522,94026,Season,cat,Jul-Sept,"","","",""
90071,0,15,Montastrea faveolata,"Mahahual, Mexico",18.718244,-87.707732,522,94027,Water temperature,ºC,28±14.3,"","","",""
90072,0,15,Montastrea faveolata,"Chinchorro Bank, Mexico",18.611044,-87.315085,522,94028,Growth rate,mm yr^-1,6,"","","",""
90072,0,15,Montastrea faveolata,"Chinchorro Bank, Mexico",18.611044,-87.315085,522,94029,Habitat type,cat,patch,"","","",""
90072,0,15,Montastrea faveolata,"Chinchorro Bank, Mexico",18.611044,-87.315085,522,94030,Season,cat,Oct-Jun,"","","",""
90072,0,15,Montastrea faveolata,"Chinchorro Bank, Mexico",18.611044,-87.315085,522,94031,Water temperature,ºC,27.8±1.3,"","","",""
90073,0,15,Montastrea faveolata,"Chinchorro Bank, Mexico",18.611044,-87.315085,522,94032,Growth rate,mm yr^-1,6,"","","",""
90073,0,15,Montastrea faveolata,"Chinchorro Bank, Mexico",18.611044,-87.315085,522,94033,Habitat type,cat,patch,"","","",""
90073,0,15,Montastrea faveolata,"Chinchorro Bank, Mexico",18.611044,-87.315085,522,94034,Season,cat,Jul-Sept,"","","",""
90073,0,15,Montastrea faveolata,"Chinchorro Bank, Mexico",18.611044,-87.315085,522,94035,Water temperature,ºC,27.8±1.3,"","","",""
48724,1,1,Montastrea franksi,Global estimate,"","",215,46794,Clade Fukami Huang 2012,cat,XVII,"","","",""
48773,1,1,Montastrea magnistellata,Global estimate,"","",215,46843,Clade Fukami Huang 2012,cat,XVII,"","","",""
48824,0,1,Montastrea magnistellata,Global estimate,"","",0,46890,Growth form,cat,massive,"","","",""
48839,1,1,Montastrea multipunctata,Global estimate,"","",215,46905,Clade Fukami Huang 2012,cat,XVII,"","","",""
48884,0,8,Montastrea multipunctata,Global estimate,"","",210,46948,Growth form,cat,massive,"","","",""
48899,1,1,Montastrea salebrosa,Global estimate,"","",215,46963,Clade Fukami Huang 2012,cat,XVII,"","","",""
48948,0,1,Montastrea salebrosa,Global estimate,"","",0,47008,Growth form,cat,massive,"","","",""
48963,1,1,Montastrea serageldini,Global estimate,"","",215,47023,Clade Fukami Huang 2012,cat,XVII,"","","",""
49008,0,1,Montastrea serageldini,Global estimate,"","",0,47066,Growth form,cat,massive,"","","",""
49028,1,1,Montastrea valenciennesi,Global estimate,"","",215,47086,Clade Fukami Huang 2012,cat,XVII,"","","",""
49080,0,8,Montastrea valenciennesi,Global estimate,"","",210,47134,Growth form,cat,massive,"","","",""
49094,1,1,Montigyra kenti,Global estimate,"","",215,47148,Clade Fukami Huang 2012,cat,V,"","","",""
49136,0,1,Montigyra kenti,Global estimate,"","",0,47189,Growth form,cat,massive,"","","",""
49159,1,1,Montipora aequituberculata,Global estimate,"","",215,47212,Clade Fukami Huang 2012,cat,VI,"","","",""
49221,0,1,Montipora aequituberculata,Global estimate,"","",0,47269,Growth form,cat,foliaceous,"","","",""
49239,1,1,Montipora altasepta,Global estimate,"","",215,47287,Clade Fukami Huang 2012,cat,VI,"","","",""
49288,0,8,Montipora altasepta,Global estimate,"","",210,47335,Growth form,cat,branching,"","","",""
49303,1,1,Montipora angulata,Global estimate,"","",215,47350,Clade Fukami Huang 2012,cat,VI,"","","",""
49358,0,1,Montipora angulata,Global estimate,"","",0,47401,Growth form,cat,encrusting,"","","",""
49373,1,1,Montipora aspergillus,Global estimate,"","",215,47416,Clade Fukami Huang 2012,cat,VI,"","","",""
49414,0,8,Montipora aspergillus,Global estimate,"","",210,47456,Growth form,cat,branching,"","","",""
49429,1,1,Montipora australiensis,Global estimate,"","",215,47471,Clade Fukami Huang 2012,cat,VI,"","","",""
49483,0,8,Montipora australiensis,Global estimate,"","",210,47522,Growth form,cat,foliaceous,"","","",""
49501,1,1,Montipora cactus,Global estimate,"","",215,47540,Clade Fukami Huang 2012,cat,VI,"","","",""
49550,0,8,Montipora cactus,Global estimate,"","",210,47588,Growth form,cat,branching,"","","",""
49565,1,1,Montipora calcarea,Global estimate,"","",215,47603,Clade Fukami Huang 2012,cat,VI,"","","",""
49614,0,8,Montipora calcarea,Global estimate,"","",210,47651,Growth form,cat,massive,"","","",""
49629,1,1,Montipora caliculata,Global estimate,"","",215,47666,Clade Fukami Huang 2012,cat,VI,"","","",""
49684,0,1,Montipora caliculata,Global estimate,"","",0,47717,Growth form,cat,massive,"","","",""
49701,1,1,Montipora capitata,Global estimate,"","",215,47734,Clade Fukami Huang 2012,cat,VI,"","","",""
89350,1,14,Montipora capitata,"","","",430,92594,Growth rate,mm yr^-1,22.48,"","","",""
90055,0,15,Montipora capitata,"Kaneohe Bay, Oahu",21.464891,-157.803154,519,93963,Growth rate,mm yr^-1,32.12,"","","",""
90055,0,15,Montipora capitata,"Kaneohe Bay, Oahu",21.464891,-157.803154,519,93964,Habitat type,cat,patch,"","","",""
90055,0,15,Montipora capitata,"Kaneohe Bay, Oahu",21.464891,-157.803154,519,93965,Season,cat,Oct - Aug,"","","",""
90056,0,15,Montipora capitata,"Kaneohe Bay, Oahu",21.464891,-157.803154,519,93966,Growth rate,mm yr^-1,35.41,"","","",""
90056,0,15,Montipora capitata,"Kaneohe Bay, Oahu",21.464891,-157.803154,519,93967,Habitat type,cat,patch,"","","",""
90056,0,15,Montipora capitata,"Kaneohe Bay, Oahu",21.464891,-157.803154,519,93968,Season,cat,Oct - Aug,"","","",""
49756,0,8,Montipora capitata,Global estimate,"","",210,47786,Growth form,cat,branching,"","","",""
49775,1,1,Montipora capricornis,Global estimate,"","",215,47805,Clade Fukami Huang 2012,cat,VI,"","","",""
49829,0,8,Montipora capricornis,Global estimate,"","",210,47856,Growth form,cat,foliaceous,"","","",""
49844,1,1,Montipora cebuensis,Global estimate,"","",215,47871,Clade Fukami Huang 2012,cat,VI,"","","",""
49898,0,8,Montipora cebuensis,Global estimate,"","",210,47922,Growth form,cat,foliaceous,"","","",""
49913,1,1,Montipora circumvallata,Global estimate,"","",215,47937,Clade Fukami Huang 2012,cat,VI,"","","",""
49963,0,8,Montipora circumvallata,Global estimate,"","",210,47986,Growth form,cat,branching,"","","",""
49978,1,1,Montipora cocosensis,Global estimate,"","",215,48001,Clade Fukami Huang 2012,cat,VI,"","","",""
50026,0,8,Montipora cocosensis,Global estimate,"","",210,48048,Growth form,cat,massive,"","","",""
50041,1,1,Montipora confusa,Global estimate,"","",215,48063,Clade Fukami Huang 2012,cat,VI,"","","",""
50094,0,8,Montipora confusa,Global estimate,"","",210,48113,Growth form,cat,foliaceous,"","","",""
50109,1,1,Montipora corbettensis,Global estimate,"","",215,48128,Clade Fukami Huang 2012,cat,VI,"","","",""
50162,0,1,Montipora corbettensis,Global estimate,"","",0,48178,Growth form,cat,massive,"","","",""
50180,1,1,Montipora crassituberculata,Global estimate,"","",215,48196,Clade Fukami Huang 2012,cat,VI,"","","",""
50235,0,8,Montipora crassituberculata,Global estimate,"","",210,48247,Growth form,cat,foliaceous,"","","",""
50250,1,1,Montipora cryptus,Global estimate,"","",215,48262,Clade Fukami Huang 2012,cat,VI,"","","",""
50299,0,8,Montipora cryptus,Global estimate,"","",210,48310,Growth form,cat,massive,"","","",""
50317,1,1,Montipora danae,Global estimate,"","",215,48328,Clade Fukami Huang 2012,cat,VI,"","","",""
50373,0,8,Montipora danae,Global estimate,"","",210,48380,Growth form,cat,foliaceous,"","","",""
50388,1,1,Montipora delicatula,Global estimate,"","",215,48395,Clade Fukami Huang 2012,cat,VI,"","","",""
50436,0,8,Montipora delicatula,Global estimate,"","",210,48442,Growth form,cat,foliaceous,"","","",""
50459,1,1,Montipora digitata,Global estimate,"","",215,48465,Clade Fukami Huang 2012,cat,VI,"","","",""
50487,0,1,Montipora digitata,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,216,48491,Growth rate,mm yr^-1,24.4,"","","",""
50487,0,1,Montipora digitata,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,216,48492,Habitat type,cat,flat,"","","",""
50487,0,1,Montipora digitata,"Geoffrey Bay, Magnetic Island",-19.156016,146.864828,216,48493,Wave exposure,cat,sheltered,"","","",""
89356,1,14,Montipora digitata,"","","",458,92600,Growth rate,mm yr^-1,57.81,"","","",""
50518,0,8,Montipora digitata,Global estimate,"","",210,48522,Growth form,cat,branching,"","","",""
50535,1,1,Montipora dilatata,Global estimate,"","",215,48539,Clade Fukami Huang 2012,cat,VI,"","","",""
50584,0,8,Montipora dilatata,Global estimate,"","",210,48587,Growth form,cat,branching,"","","",""
50599,1,1,Montipora echinata,Global estimate,"","",215,48602,Clade Fukami Huang 2012,cat,VI,"","","",""
50640,0,8,Montipora echinata,Global estimate,"","",210,48642,Growth form,cat,branching,"","","",""
50655,1,1,Montipora edwardsi,Global estimate,"","",215,48657,Clade Fukami Huang 2012,cat,VI,"","","",""
50690,1,1,Montipora efflorescens,Global estimate,"","",215,48692,Clade Fukami Huang 2012,cat,VI,"","","",""
50746,0,1,Montipora efflorescens,Global estimate,"","",0,48744,Growth form,cat,massive,"","","",""
50766,1,1,Montipora effusa,Global estimate,"","",215,48764,Clade Fukami Huang 2012,cat,VI,"","","",""
50819,0,8,Montipora effusa,Global estimate,"","",210,48814,Growth form,cat,foliaceous,"","","",""
50838,1,1,Montipora flabellata,Global estimate,"","",215,48833,Clade Fukami Huang 2012,cat,VI,"","","",""
50886,0,1,Montipora flabellata,Global estimate,"","",0,48880,Growth form,cat,encrusting,"","","",""
50901,1,1,Montipora florida,Global estimate,"","",215,48895,Clade Fukami Huang 2012,cat,VI,"","","",""
50950,0,1,Montipora florida,Global estimate,"","",0,48943,Growth form,cat,foliaceous,"","","",""
50965,1,1,Montipora floweri,Global estimate,"","",215,48958,Clade Fukami Huang 2012,cat,VI,"","","",""
51020,0,8,Montipora floweri,Global estimate,"","",210,49009,Growth form,cat,encrusting,"","","",""
51039,1,1,Montipora foliosa,Global estimate,"","",215,49028,Clade Fukami Huang 2012,cat,VI,"","","",""
51066,0,1,Montipora foliosa,"Dumaguete, Philippines",9.3167,123.3,277,49053,Growth rate,mm yr^-1,32.5,"","","",1
51066,0,1,Montipora foliosa,"Dumaguete, Philippines",9.3167,123.3,277,49054,Depth,m,2,"","","",""
51097,0,8,Montipora foliosa,Global estimate,"","",210,49083,Growth form,cat,foliaceous,"","","",""
51115,1,1,Montipora foveolata,Global estimate,"","",215,49101,Clade Fukami Huang 2012,cat,VI,"","","",""
51170,0,1,Montipora foveolata,Global estimate,"","",0,49152,Growth form,cat,massive,"","","",""
